"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","RMG","RMN"
1232.75,1.75,49.5052,100.9023,289.44,6.2256,6.3495,3.3989,4.3614
1232.875,1.787,43.1277,92.84,256.7811,7.0246,7.0519,4.7464,5.6191
1233,1.824,41.7712,91.6469,253.6383,7.4799,7.3833,4.4108,5.3885
1233.125,1.86,49.1929,98.1208,258.6036,6.7673,6.7989,4.3431,4.9918
1233.25,1.897,55.6973,110.9106,261.8931,5.3378,5.6182,3.0101,3.8873
1233.375,1.934,60.949,122.0631,276.4391,4.4956,4.884,3.6654,4.0239
1233.5,1.971,62.7527,118.9653,303.277,4.3197,4.706,2.0942,2.7599
1233.625,2.018,59.6149,109.1453,313.2434,4.5107,4.8475,3.1232,3.9539
1233.75,2.107,58.3723,100.7856,287.4759,4.993,5.2799,4.6927,5.1448
1233.875,2.196,58.1135,95.7119,269.529,5.6859,5.9524,3.8107,4.4591
1234,2.286,58.8398,100.191,288.4336,5.8701,6.1859,4.7984,5.1892
1234.125,2.375,62.2083,108.1554,307.3368,5.5173,5.8474,3.909,4.2594
1234.25,2.464,64.8775,115.0584,299.9498,5.0646,5.319,2.9174,3.2433
1234.375,2.554,66.5822,120.8135,285.7256,4.4942,4.68,2.9819,3.5519
1234.5,2.643,67.8985,125.2774,305.0931,3.9729,4.1345,2.4255,2.8757
1234.625,2.732,67.9419,133.3585,319.6841,3.5053,3.6374,2.1293,3.0064
1234.75,2.821,68.3081,139.4447,328.4196,3.0836,3.2641,2.0257,2.4499
1234.875,2.911,67.9039,137.4688,336.0433,2.9282,3.1682,1.8961,2.3372
1235,3,66.4527,127.2723,334.2991,3.238,3.4547,2.1695,2.4774
1235.125,3.028,61.7589,112.6344,323.9526,4.0043,4.1229,3.5222,3.9702
1235.25,3.057,57.2245,102.9724,296.4974,5.1245,5.0526,6.1034,6.0318
1235.375,3.085,54.7269,106.2772,270.6696,6.3552,6.0234,5.1555,5.5059
1235.5,3.114,56.2722,122.2587,251.7326,6.5242,6.2618,4.6173,5.0132
1235.625,3.142,59.5112,140.5476,262.5284,5.8415,5.9151,3.0782,3.6916
1235.75,3.17,59.6912,154.9597,296.5655,5.3161,5.6128,2.6123,3.3854
1235.875,3.199,57.6796,165.3857,300.4018,5.0307,5.4361,3.1027,3.9559
1236,3.227,56.1247,164.0155,266.6627,5.3135,5.6616,4.6585,5.2184
1236.125,3.256,55.5296,156.3447,244.6272,5.988,6.187,3.9838,4.5617
1236.25,3.284,55.4146,147.8233,253.6653,6.2448,6.3756,4.2802,4.7233
1236.375,3.312,57.3514,138.8162,275.1176,5.7303,5.9319,4.7675,4.8726
1236.5,3.341,61.0445,137.5139,286.2145,5.0533,5.2849,3.9588,4.287
1236.625,3.369,64.6248,137.7134,298.8731,4.5683,4.8167,2.6479,3.2776
1236.75,3.398,64.5297,133.6032,318.8285,4.348,4.6227,2.4242,3.4371
1236.875,3.426,62.4057,128.4918,317.2832,4.3977,4.6165,2.9483,3.6389
