"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","DEN","RMG","RMN"
1191.625,0.881,69.2069,111.0946,338.2928,2.7843,2.9985,2.3593,1.7659,2.0867
1191.75,0.889,69.0993,108.7588,343.155,2.9213,3.077,2.358,1.8477,2.1772
1191.875,0.898,68.9169,106.6551,336.579,2.9172,3.0777,2.3392,1.9608,2.3037
1192,0.906,68.7396,107.0681,326.1626,2.9123,3.0761,2.3606,1.8662,2.1979
1192.125,0.914,68.5323,112.5977,331.0176,2.8702,3.0617,2.3741,1.7798,2.1018
1192.25,0.923,68.3649,117.6888,341.8304,2.8626,3.1032,2.3671,1.7417,2.0578
1192.375,0.931,68.1599,120.8441,354.4073,2.9661,3.1974,2.3669,1.7036,2.0128
1192.5,0.94,67.8936,120.328,352.4596,3.1556,3.3041,2.3552,1.8744,2.2083
1192.625,0.948,67.631,115.7534,330.2956,3.3442,3.5611,2.3347,2.011,2.3627
1192.75,0.956,67.2416,105.2746,310.8339,3.3946,3.639,2.354,2.0519,2.4074
1192.875,0.965,66.9124,95.4862,306.9861,3.2544,3.5371,2.3765,1.9364,2.2794
1193,0.973,66.525,89.9693,317.1561,2.952,3.3284,2.3704,1.8616,2.1958
1193.125,0.982,66.0093,92.4661,325.5204,3.0595,3.499,2.368,1.945,2.3206
1193.25,0.99,65.3903,98.9186,338.4044,3.3256,3.7333,2.3445,1.7732,2.1553
1193.375,0.998,64.4734,103.4741,335.281,3.7292,4.0622,2.3118,1.9701,2.3854
1193.5,1.022,63.5667,107.2165,304.2916,4.0558,4.4142,2.3408,2.7133,3.185
1193.625,1.049,62.2263,111.6042,290.5071,4.8956,5.0796,2.3954,2.9927,3.6171
1193.75,1.076,60.5363,111.1591,292.8896,5.7087,5.9093,2.3883,3.063,3.6924
1193.875,1.103,58.6462,106.9844,291.374,5.9121,6.2927,2.3665,3.4238,4.0057
1194,1.13,56.0748,101.9127,287.199,6.9659,7.4568,2.3347,4.5795,5.4468
1194.125,1.158,54.049,97.8994,282.947,8.3582,9.0374,2.2946,5.2562,6.7275
1194.25,1.185,52.2412,89.8532,281.0121,8.9036,9.814,2.2707,5.0331,6.0806
