"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","RMG","RMN"
1239.5,0,68.6228,91.5643,302.7395,5.3433,5.8062,3.0731,3.8104
1239.625,0.008,68.5666,94.021,269.3174,5.8621,6.4555,4.9799,6.1069
1239.75,0.017,68.7093,100.8873,254.2041,5.7408,6.3948,4.2842,5.2409
1239.875,0.025,69.1686,112.8583,282.183,4.9716,5.6302,2.0938,2.493
1240,0.034,69.807,119.4677,304.7059,4.1796,4.8427,1.7082,2.0322
1240.125,0.042,70.2426,120.4689,327.5169,3.3943,3.9758,1.7403,2.0677
1240.25,0.05,70.2541,116.4523,344.6641,3.079,3.5503,1.6982,2.017
1240.375,0.059,69.7945,107.0245,348.8998,3.142,3.4944,1.6501,1.9626
1240.5,0.067,69.2759,102.0513,333.934,3.4001,3.7058,2.3587,2.8158
1240.625,0.076,68.3946,101.3467,306.304,3.727,4.0004,2.6173,3.1223
1240.75,0.084,67.6725,105.9669,312.6471,3.8153,4.0782,1.7135,2.0395
1240.875,0.092,67.6438,110.7327,334.4449,3.7137,3.9841,1.5296,1.8171
1241,0.101,67.7526,116.2584,347.7486,3.2679,3.5906,1.468,1.7441
1241.125,0.109,67.9969,118.2351,349.5586,2.8968,3.2219,1.4168,1.6818
1241.25,0.117,68.1668,117.6007,352.6166,2.7821,3.0725,1.4115,1.6767
1241.375,0.126,68.6703,114.46,350.7286,2.755,3.0132,1.3699,1.6265
1241.5,0.134,69.0466,112.4291,350.1583,2.7869,3.0384,1.4865,1.7675
1241.625,0.143,69.4844,111.2373,348.3591,2.8013,3.0576,1.4034,1.6676
1241.75,0.151,69.7852,111.4781,356.7953,2.8899,3.1656,1.2504,1.4845
1241.875,0.159,70.1321,111.036,354.1193,2.9769,3.2705,1.4091,1.6742
1242,0.168,70.9397,110.2856,340.2259,3.0288,3.34,1.5598,1.8539
1242.125,0.176,71.5732,110.9396,335.0101,3.0422,3.3629,1.534,1.8226
1242.25,0.185,72.2026,113.2603,337.7971,3.04,3.3699,1.4586,1.7326
1242.375,0.193,72.6644,112.8265,344.909,2.8979,3.2584,1.3499,1.6009
