"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","DEN","RMG","RMN"
1483.875,13.335,66.5551,110.4646,287.0655,5.2061,5.4171,2.4538,3.4219,4.3746
1484,13.364,63.873,106.2351,287.0066,5.658,5.8477,2.446,3.5061,4.5028
1484.125,13.392,62.3034,102.3176,286.8378,6.1821,6.3691,2.4357,3.5976,4.6528
1484.25,13.42,61.0938,100.0852,286.8399,6.4731,6.7052,2.4276,3.6433,4.7328
1484.375,13.449,60.3623,94.8304,289.0369,6.0134,6.2913,2.4166,3.6233,4.7538
1484.5,13.477,63.3522,101.9559,289.7808,5.6556,5.9569,2.4171,3.5123,4.5124
1484.625,13.506,68.108,105.8396,291.1922,5.1975,5.4862,2.4239,3.3825,4.3161
1484.75,13.534,71.4769,110.6194,293.1275,4.705,4.9594,2.4366,3.2356,4.1405
1484.875,13.562,72.1976,113.3449,295.0306,4.3403,4.5655,2.4507,3.1315,3.9926
1485,13.591,70.704,109.7857,296.2306,4.2373,4.4671,2.4605,3.1279,3.9851
1485.125,13.619,69.2932,112.5225,296.5234,4.1297,4.4089,2.4625,3.0791,3.9316
1485.25,13.648,68.3226,109.3249,296.1602,4.4071,4.7009,2.464,3.1437,4.0188
1485.375,13.676,65.9253,108.0689,295.4234,4.9204,5.2193,2.461,3.2423,4.1347
1485.5,13.705,62.0953,106.2404,293.2044,5.3693,5.6807,2.4527,3.3554,4.3175
1485.625,13.733,57.6852,102.5968,290.2694,5.612,5.9663,2.4397,3.5079,4.4961
1485.75,13.761,54.2674,100.0832,290.0834,5.7896,6.2474,2.4236,3.5629,4.584
1485.875,13.79,55.6048,97.7841,287.8867,6.1728,6.7633,2.4185,3.6429,4.7692
1486,13.818,55.6717,92.5512,285.5725,6.196,6.9553,2.4189,3.7246,4.9242
1486.125,13.847,54.5958,87.3795,281.6129,6.9907,7.848,2.4215,3.8379,5.1864
1486.25,13.875,54.0724,82.7024,274.3155,8.8142,9.5811,2.4248,4.0553,5.5972
1486.375,13.903,55.8031,78.7273,263.852,11.1895,11.6779,2.4286,4.3627,6.395
1486.5,13.932,58.8961,79.8221,257.4078,12.5588,13.0265,2.4337,4.7165,6.9404
1486.625,13.96,61.6994,86.3744,258.2651,10.0123,10.3429,2.4469,4.6917,6.6189
1486.75,13.989,66.6415,96.5022,272.3088,6.6414,7.0831,2.4533,4.0386,5.1628
1486.875,14.005,71.6823,106.43,288.5883,4.3695,4.8913,2.4528,3.3345,4.2135
1487,14.013,75.1542,114.2849,299.3282,3.6977,4.1547,2.4488,2.9137,3.6205
1487.125,14.022,76.5487,120.4724,303.8305,3.6307,4.0324,2.4473,2.7037,3.387
1487.25,14.03,75.4618,118.8302,310.5676,4.0743,4.4446,2.458,2.5646,3.2604
1487.375,14.038,75.2743,122.7574,300.9495,4.5215,4.9329,2.4638,2.8183,3.5135
1487.5,14.047,75.7918,124.2205,295.9288,4.5083,4.9797,2.4646,2.943,3.6599
1487.625,14.055,76.2171,124.4514,300.6306,4.1421,4.6246,2.4598,2.7616,3.4294
1487.75,14.064,76.099,126.1249,312.2207,3.6888,4.0993,2.4484,2.4095,2.9887
1487.875,14.072,76.6058,126.3438,322.4728,3.2386,3.5687,2.4299,2.0469,2.5328
1488,14.08,78.1503,127.8634,340.7982,2.9634,3.2194,2.4161,1.7588,2.1178
1488.125,14.089,78.6486,128.8104,351.0849,2.7975,3.0192,2.4095,1.6505,2.0189
1488.25,14.097,77.7156,128.2608,354.137,2.7944,2.9914,2.4156,1.6282,1.9964
1488.375,14.105,75.9275,126.4932,352.3577,2.9002,3.0625,2.432,1.6419,2.0063
