"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","RMG","RMN"
1268.375,2.417,50.1695,105.4331,293.1677,7.2969,8.3158,3.8057,5.1962
1268.5,2.455,45.9182,95.2695,288.8326,8.1912,9.1517,4.15,5.8045
1268.625,2.492,40.5311,89.1188,281.8126,8.5058,9.5735,5.317,6.7178
1268.75,2.53,36.9136,90.3632,281.7586,8.6678,9.8848,7.167,8.5017
1268.875,2.568,34.5278,91.4597,284.3457,8.6904,9.9334,5.7728,6.808
1269,2.606,30.9982,91.6021,282.8253,9.1362,10.1844,4.2426,6.147
1269.125,2.644,27.057,91.6953,278.7288,9.6999,10.5047,4.3614,6.5971
1269.25,2.682,22.9765,92.9287,279.1557,10.3315,10.8975,3.9897,6.0056
1269.375,2.72,20.1571,97.6706,277.0493,10.3165,10.8626,3.9722,6.2516
1269.5,2.758,18.466,109.0731,274.6925,9.1326,9.829,4.3134,6.5402
1269.625,2.795,18.9127,124.1048,277.9213,8.175,8.9737,4.9061,6.7567
1269.75,2.833,19.8518,133.2159,271.7398,8.8828,9.6173,5.3659,6.753
1269.875,2.871,19.6961,132.7993,271.1947,10.872,11.4276,4.9446,6.2482
1270,2.909,17.0508,113.5465,267.4181,15.9887,15.9088,4.9925,8.4723
1270.125,2.947,12.6086,82.8858,222.2026,25.3935,23.8624,8.036,11.7999
1270.25,2.985,7.6274,60.2014,227.9582,42.2073,38.5339,6.0574,9.4943
1270.375,3.023,3.868,54.3411,246.1593,53.6791,49.8846,4.9982,8.7816
1270.5,3.061,0.3654,54.659,259.0515,50.2893,48.5785,4.7592,8.2393
1270.625,3.098,-1.3612,56.7969,276.1542,41.4123,40.6981,4.1054,7.4766
1270.75,3.136,-0.7801,57.0163,286.6654,35.4399,34.8219,4.1638,7.7229
1270.875,3.174,1.0838,56.9395,287.3043,29.0241,28.5492,4.3509,7.8967
1271,3.212,6.3016,63.3041,285.7641,17.9885,18.1823,4.2902,6.945
1271.125,3.25,13.2674,77.9848,284.9182,11.0855,11.6261,4.4018,6.6547
1271.25,3.288,21.9556,95.4504,270.9849,7.4831,8.16,4.1651,5.2842
1271.375,3.326,30.2446,108.7333,278.7435,5.9023,6.6139,3.0115,3.9393
1271.5,3.364,41.1323,119.2697,300.0754,4.7387,5.4698,2.9945,3.9066
1271.625,3.402,51.6791,120.0482,287.8281,4.4558,5.0572,3.8462,4.3316
1271.75,3.439,56.9824,116.1888,286.9366,5.3571,5.7107,3.5443,4.0556
1271.875,3.477,59.1099,109.6378,293.757,6.0948,6.3139,3.3239,4.0013
1272,3.515,60.1577,100.2581,282.9466,6.4078,6.6503,5.0496,5.992
1272.125,3.553,60.1524,102.0617,273.9392,6.3984,6.6732,4.2891,5.4089
1272.25,3.591,60.2374,109.6214,274.2951,6.0067,6.3974,3.3919,4.5538
