"DEPTH","ZONE","SP","GR","AC","RLLD","RLLS","RMG","RMN"
1199.625,0,65.5982,101.1924,292.6276,4.9004,5.3376,3.0108,3.0835
1199.75,0.008,64.7594,100.9628,302.5303,4.9736,5.4234,2.3445,2.4784
1199.875,0.017,64.558,99.4344,298.5252,4.3508,4.8104,3.0099,3.1348
1200,0.025,64.8345,99.5459,247.0936,3.8029,4.2598,4.8624,5.0128
1200.125,0.033,66.7465,103.4621,270.6103,3.3375,3.8007,2.3576,3.121
1200.25,0.042,67.6246,111.2092,334.9395,3.0397,3.4665,1.894,2.2529
1200.375,0.05,67.928,116.5752,349.2903,3.0753,3.4214,2.0032,2.1169
1200.5,0.058,67.9661,112.2719,348.126,3.3216,3.6298,1.6441,1.9998
1200.625,0.067,68.282,107.3849,349.0775,3.4628,3.7565,1.9241,1.5641
1200.75,0.075,68.0262,104.0065,327.3647,3.4973,3.7717,1.6988,1.6849
1200.875,0.083,68.4208,98.9555,286.6083,3.5078,3.764,3.9245,2.9538
1201,0.092,68.7254,96.1741,310.6481,3.3356,3.5907,1.9501,2.1911
1201.125,0.1,69.3665,102.4257,335.5417,3.0335,3.3025,2.1807,1.7193
1201.25,0.109,69.8613,111.7144,347.7151,2.8877,3.1457,1.5932,1.6174
1201.375,0.117,70.9402,118.3596,335.9239,2.8684,3.1031,1.8075,1.6248
1201.5,0.125,70.9996,120.9965,342.716,2.8445,3.0857,1.7662,1.6346
1201.625,0.134,70.8689,124.9456,344.0471,2.8467,3.11,1.8472,1.7855
1201.75,0.142,69.8112,124.3225,352.0458,2.9682,3.2372,1.6893,1.6096
1201.875,0.15,69.4428,116.0832,357.2018,3.0944,3.3686,1.8248,1.8854
1202,0.159,68.3708,109.0052,364.7362,3.1555,3.4402,1.6428,1.4911
1202.125,0.167,67.8648,109.0576,342.7067,3.1967,3.4919,1.6697,1.6568
1202.25,0.175,68.1556,114.1088,320.1938,3.1756,3.4828,1.8752,1.6216
1202.375,0.184,69.0832,113.7807,329.0335,3.039,3.3563,1.8337,1.8818
1202.5,0.192,68.8224,111.7603,325.4468,2.8855,3.2221,1.9241,1.7184
1202.625,0.2,69.2615,115.565,332.1662,2.9188,3.2787,1.8904,1.7479
1202.75,0.209,68.6604,119.2385,338.4894,3.2122,3.5783,1.6578,1.609
1202.875,0.217,68.242,117.0213,361.713,3.3981,3.823,1.7961,1.8202
1203,0.225,67.8548,110.6845,356.4617,3.5335,3.8647,1.5236,1.6396
1203.125,0.234,68.2545,105.4432,303.5028,3.5207,3.8463,3.3536,2.8959
1203.25,0.242,68.6304,102.8651,251.2598,3.45,3.804,5.07,5.7113
1203.375,0.25,70.0239,100.4971,291.2174,3.3371,3.7141,1.8718,2.1604
1203.5,0.259,70.6356,98.6538,346.5142,3.0736,3.4341,1.6315,2.1289
1203.625,0.267,70.8245,100.1166,365.4522,2.9435,3.2513,1.6254,1.7605
1203.75,0.275,70.5124,102.0517,318.7956,3.0316,3.2906,1.6637,1.7304
1203.875,0.284,70.2171,103.0423,344.8901,3.0949,3.3351,1.5988,1.9581
1204,0.292,70.0414,105.699,337.7359,3.0163,3.25,1.9187,1.9715
1204.125,0.301,70.1296,111.7669,343.4941,2.9185,3.1242,1.5702,2.0836
1204.25,0.309,70.2816,117.2836,345.345,2.8702,3.0868,1.5076,1.9298
1204.375,0.317,70.4411,118.694,344.9835,2.7946,3.0692,1.7127,1.871
1204.5,0.326,70.1959,118.2611,363.5447,2.9302,3.2632,1.5764,1.8156
1204.625,0.334,69.7074,112.9213,365.6492,3.4298,3.8054,1.7823,2.1646
1204.75,0.342,69.2971,104.7675,360.8818,4.0772,4.4766,1.9517,2.3558
1204.875,0.351,68.7136,101.3695,343.7978,4.6831,5.0825,2.1338,2.6404
1205,0.359,67.8417,105.8827,274.3364,4.8973,5.2648,4.1806,4.4259
1205.125,0.367,67.7047,112.8165,245.765,4.5091,4.8933,3.8205,4.6166
1205.25,0.376,68.1669,114.463,259.9156,3.849,4.2776,2.2637,3.0288
1205.375,0.384,69.4847,108.159,295.7354,3.3972,3.8024,1.6154,2.4298
1205.5,0.392,70.9789,100.6545,319.5725,3.2898,3.6004,1.7201,2.5104
1205.625,0.401,72.2968,98.4963,359.425,3.2992,3.516,1.4533,2.1465
1205.75,0.409,72.7534,95.6428,349.9383,3.311,3.4805,2.0288,2.8066
1205.875,0.417,73.6609,91.438,304.1456,3.3187,3.454,1.9489,3.0376
1206,0.426,74.5597,91.0968,314.0886,3.1771,3.3194,1.5036,2.2812
1206.125,0.434,75.0219,99.4344,333.0269,2.9482,3.092,1.5725,2.0901
1206.25,0.442,75.2251,106.1648,338.1266,2.8627,2.9633,1.4602,1.8947
1206.375,0.451,75.3803,106.2238,334.9709,2.8205,2.8949,1.5431,1.9715
1206.5,0.459,76.012,103.554,346.3343,2.7512,2.8484,1.466,2.0582
1206.625,0.467,76.5936,100.228,350.1084,2.7922,2.891,1.3566,1.7513
1206.75,0.476,77.65,102.2551,361.2791,2.8835,2.9504,1.4573,1.7543
1206.875,0.484,77.9972,102.1698,377.5546,2.8564,2.9102,1.3647,1.6428
1207,0.492,77.1021,98.2405,353.5896,2.7953,2.8526,1.6915,2.1706
1207.125,0.501,75.6073,101.4548,304.7792,2.7804,2.8425,1.6166,2.4609
