WELL,START,STOP,LITHO
ню213,1469.75,1476.04,SA
ню213,1476.04,1476.84,SH
ню213,1476.84,1477.76,SS
ню213,1477.76,1478.28,SH
ню213,1478.28,1479.08,SS
ню213,1479.08,1485.6,SH
ню213,1485.6,1486.8,SS
ню213,1486.8,1500.8,SH
ню262,1404.7,1408.42,SH
ню262,1408.42,1409.1,SS
ню262,1409.1,1409.86,SH
ню262,1409.86,1410.62,SS
ню262,1410.62,1415,SH
ню262,1415,1415.66,SS
ню262,1415.66,1416.06,SH
ню262,1416.06,1416.6,SA
ню262,1416.6,1418.8,SH
ню262,1418.8,1421.8,SA
ню262,1421.8,1422.66,SH
ню262,1422.66,1423.4,SA
ню262,1423.4,1425,SH
ню262,1425,1426.64,SA
ню262,1426.64,1434.4,SH
ню262,1434.4,1438.4,SA
ню262,1438.4,1444.32,SH
ню262,1444.32,1445.8,SS
ню262,1445.8,1450.26,SH
ню262,1450.26,1451.12,SA
ню262,1451.12,1451.84,SS
ню262,1451.84,1452.8,SA
ню262,1452.8,1453.6,GA
ню262,1453.6,1455.84,SH
ню262,1455.84,1459.4,SA
ню262,1459.4,1461.16,SH
ню262,1461.16,1461.66,SS
ню262,1461.66,1463.4,SH
ню262,1463.4,1465.02,SA
ню262,1465.02,1465.6,SS
ню262,1465.6,1468.2,SA
ню262,1468.2,1469.36,SH
ню262,1469.36,1470.38,SS
ню262,1470.38,1471.86,SH
ню262,1471.86,1472.6,SA
ню262,1472.6,1483,SH
ню262,1483,1483.8,SS
ню262,1483.8,1488.08,SH
